SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
ORISSA,1978,5.129442745,5.49622195,5.224579724,1.988605657,1.865157204,162.4816918,162.117752,154.0362038,109.0950296,27.86948164,24.99602539,34.10263057,511.6,35,45,1180.8,111.7
ORISSA,1979,5.83020163,6.520456731,5.212693837,1.554852766,1.352837634,152.8366769,119.1912926,121.8087853,118.47294,15.74365479,34.82137962,32.70860188,447.8,21.5,45,862.2,61.2
ORISSA,1980,5.436369009,6.692389197,5.367671637,1.059918653,1.132185761,179.0040818,157.9093742,180.0354039,108.448064,29.91464786,38.85472647,29.30096627,473.2,20,45,1223.3,94.8
ORISSA,1981,5.339081539,5.608758661,5.287662741,1.042791472,1.936052251,203.4453884,141.8184899,191.9277212,109.7158338,35.50200368,22.14497335,31.2428366,430.1,39.4,45,1032.7,25.7
ORISSA,1982,6.855852454,6.853010554,6.069496033,1.16071776,1.377276583,212.953577,208.7341869,182.1599249,219.0950776,35.47857045,36.8570457,28.71281235,442.7,37.8,45,1010.7,39.8
ORISSA,1983,5.403313534,5.205622889,6.460001032,1.958999752,1.758664032,104.0407985,211.3307755,184.9667025,142.1751064,34.02966897,38.31655776,39.97990571,508.9,56.9,45,1130.1,107.7
ORISSA,1984,5.937447382,6.318090807,5.659648468,1.114735399,1.197900107,161.7831156,131.7526278,114.3145183,132.9736,19.43240462,16.9486877,36.75861765,436.7,16,45,1221.8,55.7
ORISSA,1985,5.583049245,5.807857162,5.243624391,1.98105583,1.748986134,161.2823519,156.9608872,115.1797034,211.7111899,23.75176478,33.79040311,18.2041211,505.3,59.2,45,1297.2,176.9
ORISSA,1986,5.515966648,5.191233612,5.529287888,1.888176109,1.314754333,118.0795237,120.9543305,206.0465293,151.1590916,35.63874913,23.16913989,33.61793865,603.6,61.6,45,1125.2,244.1
ORISSA,1987,6.856701025,5.301516043,6.949512138,1.529529268,1.010006417,169.2990411,191.9778172,121.0826492,214.8858906,37.27645495,26.02460997,23.82490618,540.9,14.1,45,791.6,187.9
ORISSA,1988,6.815894066,6.557740076,5.860338059,1.35616456,1.054216223,177.4865134,205.4336132,127.5748605,101.3854337,19.29534924,33.67112491,20.34454169,479.1,49.5,45,1055.1,64.6
ORISSA,1989,6.89175773,6.179710654,5.713242861,1.128142276,1.357627531,219.6627489,126.4950273,134.1986865,157.3954193,22.76417103,31.44933985,21.5373384,395.4,0.1,45,1170.2,30.2
ORISSA,1990,6.667805282,6.373337942,5.299506778,1.191453176,1.250099457,184.2816104,110.7771824,143.1641899,187.8080183,35.35510455,20.40459044,39.88582947,576.4,50.3,45,1152.3,377.2
ORISSA,1991,6.970003833,6.696869291,5.93445935,1.93595185,1.548818757,135.3201587,136.4321061,151.6029285,181.9660756,36.45005069,20.52034319,20.7715169,508,22.8,45,1228.6,133.7
ORISSA,1992,5.848486672,6.009369999,5.333560632,1.482940956,1.33367603,132.1274051,146.7779613,169.4426094,101.5691643,33.1605561,25.80858422,19.02641023,461.6,23,45,1149.1,73.6
ORISSA,1993,6.845745644,5.431132625,6.192453869,1.042698526,1.583259517,108.7572759,161.4564629,103.0888406,192.0920526,24.38942392,20.75966711,29.59056177,453.8,1.3,45,1200.9,96.2
ORISSA,1994,6.04751856,5.094475936,5.901400722,1.036277833,1.547435018,200.3108886,146.7664744,111.3620779,142.1407043,15.892482,38.1826288,24.91955836,479.2,32.6,45,1529.9,81.5
ORISSA,1995,6.174453474,6.786261004,6.952900783,1.481550703,1.781835017,195.8577537,198.835043,153.1744906,103.3955537,34.94806376,23.48388868,15.2492318,594,67.7,45,954.3,254.3
ORISSA,1996,6.006134259,5.357175587,6.322443537,1.626126653,1.290712127,144.6776349,112.7703235,113.3515618,139.2561715,22.15608796,30.97499705,19.54038042,448.9,24.8,45,909.3,59.3
ORISSA,1997,6.872362199,6.182704399,6.986515098,1.284476403,1.349422484,157.7766052,193.3599014,125.2046096,192.4956769,33.59361008,22.52661265,25.52809521,511.4,23.2,45,1215.5,123.2
ORISSA,1998,6.909188369,6.528805312,6.141091501,1.971831297,1.941975468,161.4587795,153.270624,174.2166633,174.9829009,22.07379714,15.26333679,31.78483448,578.6,59.8,45,934.8,213.4
ORISSA,1999,5.171179944,6.0191859,5.316680538,1.565720422,1.215890604,179.7521272,161.3264344,139.1577386,211.6832307,27.12603959,15.93826188,26.96301635,459.7,0.8,45,1085.3,229.3
ORISSA,2000,5.307977791,5.890364182,6.658674014,1.221957084,1.931780225,167.2082317,172.6367021,198.4005405,219.3650417,33.55392151,27.13954131,23.46091878,427.5,34.2,45,937.6,28.3
ORISSA,2001,6.791623378,5.812630074,6.087367987,1.481788495,1.160189588,210.7991231,104.2509243,143.8845155,156.625145,28.35787603,26.13841913,35.80610704,465.5,1.8,45,1433.2,105.6
ORISSA,2002,5.00639133,6.673180296,6.613614506,1.947266447,1.198104525,195.1032149,144.8165957,196.7799827,128.0749059,17.9215724,23.86605283,16.04475025,431.8,11.9,45,930.2,54.9
ORISSA,2003,6.345630061,6.871846175,6.892457627,1.291155692,1.059563291,122.4625402,144.4202635,191.4203666,189.7196704,33.16873857,36.05985075,24.19223559,501.1,16.3,45,1235.7,327.3
ORISSA,2004,5.299612652,6.320374613,5.27657747,1.115908454,1.239639007,174.6577101,146.7027049,105.4773479,176.4889578,28.7505088,32.7038486,34.71471549,461.6,14.8,45,1038.9,151.4
ORISSA,2005,5.453051456,5.129232849,5.791678572,1.63637587,1.688083433,153.7414784,122.5651747,143.4472886,103.3294354,32.48043867,36.10514023,26.66220392,497.9,33.4,45,1153.5,226.4
ORISSA,2006,6.204936179,5.998418081,6.663510997,1.194761386,1.966078417,177.1120956,188.4919601,172.3145126,143.8297584,38.57356216,37.02830649,26.47892643,412.6,0.2,45,1508.8,47.4
ORISSA,2007,6.970515745,5.696799201,5.927748363,1.24781504,1.436754231,152.4252043,145.4616992,200.8778822,159.4334305,24.46465571,18.09390753,32.60766071,478.6,33.2,45,1428.4,80.4
ORISSA,2008,5.392441476,6.628594893,6.213129701,1.931517824,1.26216813,128.2574182,153.4724779,141.8817483,109.0586131,21.70331285,16.0615392,24.05183664,427.7,37.9,45,1393.2,24.8
ORISSA,2009,5.090526069,5.595402667,5.314897039,1.089778823,1.151831052,183.2494771,143.4981866,133.2807785,175.1910398,24.42649271,25.53018333,15.49337346,474.8,2.4,45,1122.7,133.2
ORISSA,2010,6.546082445,6.8808789,6.560850875,1.947587492,1.411172212,209.6071286,179.8690249,191.3053141,152.3966946,17.79860834,39.51742594,36.72251834,527.8,9.9,45,969.9,205.7
ORISSA,2011,5.935682146,5.346092711,6.45527091,1.040691069,1.261613172,219.2252597,154.5452114,219.5581833,214.4786739,34.09691579,37.20034969,35.40953826,405.6,19.8,45,1167,20.7
ORISSA,2012,5.921918034,6.054433603,6.006035612,1.481740658,1.194086632,187.6364998,139.4037525,109.9383491,152.1309921,33.90790459,38.69764792,24.31245503,560.6,54.4,45,1153.3,141.3
ORISSA,2013,5.239177453,5.400015781,6.958361681,1.836304754,1.943171816,200.3360212,159.6895011,192.7029579,200.2862745,24.34154494,30.33000803,19.33141456,457.3,11.2,45,1115.6,392.2
ORISSA,2014,5.399486622,5.086348406,5.382246073,1.70496671,1.803573957,202.8612689,115.7338467,125.9676211,158.4846225,31.78539937,29.85408851,27.82993656,465.7,17.7,45,1255.7,114.8
ORISSA,2015,5.076409672,5.16543539,6.433690862,1.177525304,1.1125869,123.8806534,149.0148799,157.4112021,124.0588078,21.96726622,30.49707977,33.73083325,429.9,18.4,45,1034.5,46.5
JHARKHAND,1901,6.938499368,6.322271058,6.981809289,1.339833696,1.206839601,133.0532968,197.398462,192.3584712,146.8089534,16.94270061,17.88126976,35.18391336,560.4,159.3,45,1003.4,48.8
JHARKHAND,1902,6.429027521,6.355048341,5.582850677,1.91877086,1.553324091,211.0670826,107.7917435,172.6965607,207.9449492,35.2237421,30.45145056,17.19367978,403.6,11.9,45,1057.5,26.7
JHARKHAND,1903,5.581472645,6.389357704,6.401347015,1.897583511,1.751051168,129.6592962,171.1830027,186.2059918,110.3797214,16.86639675,38.59932936,17.55949329,490.1,44.6,45,819.3,210.6
JHARKHAND,1904,6.753854984,5.408160761,6.205340305,1.388372173,1.533907142,148.7892755,102.6831798,105.4947582,143.9745284,36.68800316,35.57275536,21.88010951,417.8,19.6,45,1264.6,33.3
JHARKHAND,1905,6.300838974,5.022634203,5.768169858,1.202538775,1.611650638,138.0397461,182.1277021,159.5830529,150.8616301,21.73200769,19.36516051,30.61612552,480.7,91.7,45,1078.3,24
JHARKHAND,1906,6.857758407,6.898779972,6.871332696,1.671986773,1.243029655,139.1465344,113.806711,197.9410965,173.0065748,30.52746061,33.73913459,25.65634839,579,174.3,45,963.5,105
JHARKHAND,1907,5.250537356,6.56460785,5.495673564,1.672121893,1.806788894,155.1301571,183.9262899,183.9925763,193.2648693,24.03110105,22.49091264,36.56173824,452.8,61.4,45,1238.1,26.5
JHARKHAND,1908,5.14830016,5.262471808,6.654311113,1.683803713,1.948004808,159.5191964,102.9990224,173.2998165,218.2797451,16.19719894,26.84183176,36.88947492,449.3,58.7,45,1075.9,25.6
JHARKHAND,1909,6.348172756,5.089706052,6.35617936,1.21106432,1.932567765,129.1162304,116.3283797,165.05244,187.5275907,20.83397118,35.52636939,21.5992845,444,42.3,45,1262,36.7
JHARKHAND,1910,5.791805677,5.453715895,6.257278484,1.328923219,1.91083589,161.0514355,178.4318225,120.3374196,183.0685272,29.74415871,25.03109391,38.40898959,484.4,29.7,45,1103.3,94
JHARKHAND,1911,6.773074822,6.554608056,6.176995951,1.191359249,1.367848257,193.6818903,169.6591692,196.5761102,103.9098504,30.71893078,23.50402977,37.2345878,485.6,0.9,45,1269.6,140.2
JHARKHAND,1912,6.399746919,5.866227462,5.038082918,1.3159735,1.329831576,169.6183314,196.2848432,120.8605223,150.0490996,22.76717066,27.02325173,32.09214204,477.3,26.9,45,943.2,85.5
JHARKHAND,1913,5.960338053,6.475134491,5.910999735,1.534468565,1.98494578,198.6742622,209.8829279,175.4033079,145.0140338,25.34545123,34.23553708,15.71570129,555.3,113.5,45,1244.8,108.4
JHARKHAND,1914,5.905716834,6.578707934,5.167885748,1.887411728,1.569940225,189.5065026,133.2112095,208.0266503,123.9682555,20.14805507,38.94229865,34.34562721,412.6,24.8,45,974.7,23
JHARKHAND,1915,5.553075752,5.894488026,5.534012908,1.149582434,1.827138479,141.4631906,215.0437528,116.914746,205.3018318,31.69131734,28.08900904,29.90184326,509.4,44.4,45,855.1,100
JHARKHAND,1916,5.207908737,6.006941678,5.117715114,1.328637097,1.022893667,132.151378,217.1333618,205.3664174,175.4181019,31.57156528,33.63796288,27.8385741,473.1,14.3,45,1043.1,267
JHARKHAND,1917,6.517063614,6.744260019,5.453090735,1.995081474,1.490714342,119.5790013,118.3279899,206.9529967,168.0647904,39.32335307,25.13865044,25.82736639,488.5,41.8,45,1270.5,278.8
JHARKHAND,1918,5.178885045,6.416483244,6.628106408,1.208251813,1.561462022,204.9629859,150.1847276,203.7976714,219.2655514,27.01888086,32.17710308,33.59419892,373.8,6.5,45,1056.3,2.2
JHARKHAND,1919,5.21143927,6.806669979,6.535719687,1.797161973,1.640111713,154.690175,107.001556,217.9842421,110.8065352,37.52065843,39.2217402,21.4943642,544.7,119.1,45,1313,91
JHARKHAND,1920,6.69512676,5.896680367,6.236163208,1.816795681,1.35457475,107.7208781,186.4422268,211.8109628,137.0416638,37.02147998,36.35767773,33.89452066,390.8,19.5,45,1275.9,6.3
JHARKHAND,1921,5.357727657,5.757824096,6.353388321,1.40488546,1.847501374,105.498993,143.8233519,174.7464484,195.4220839,24.19768764,36.01065636,26.48809076,435.9,48.1,45,1127.7,22.8
JHARKHAND,1922,6.193761492,6.05190526,5.773364183,1.614254742,1.971564724,193.6666197,187.4023462,218.2556364,201.9883085,22.49173036,35.50550841,20.06677006,448.3,14.4,45,1325.9,68.9
JHARKHAND,1923,6.91776573,6.045302123,5.346156568,1.302311935,1.737344002,157.5836042,159.1315396,212.1393827,154.9300726,23.57876704,30.61480205,30.12010611,498.8,69,45,1260.9,64.8
JHARKHAND,1924,5.787767429,6.767013263,6.633271262,1.75256504,1.375363658,104.0162763,217.890798,123.9370477,101.1501007,34.77109249,36.50277824,39.98181809,559.7,39.5,45,1173.7,178.2
JHARKHAND,1925,5.910124887,6.217683765,6.947952263,1.096915465,1.783615231,120.1798746,196.9054789,118.6514056,219.5945974,15.49209405,36.51811993,37.05221565,447.5,10.8,45,1111.3,71.7
JHARKHAND,1926,5.125030084,5.516112995,5.686967449,1.133620393,1.098923983,126.6377449,144.1807348,103.0084278,143.4664133,33.3375361,17.15804324,18.8227122,470.4,36.9,45,1223,68.5
JHARKHAND,1927,5.675856044,5.375744272,5.540610101,1.308157776,1.094332357,184.7776714,152.0112448,137.9868943,110.2470275,17.14986159,18.50672101,34.08878066,540.1,126.8,45,1012.8,67.2
JHARKHAND,1928,5.944403603,5.790937223,6.355059361,1.176935407,1.876669625,142.2962618,195.0437588,146.0649203,169.6131762,18.13464528,21.36071261,22.99675521,512.7,63.2,45,1055.5,187.8
JHARKHAND,1929,5.165983829,5.895913721,5.14225612,1.383814515,1.662043325,163.8312978,218.8179432,102.8997315,184.1644261,39.16646763,36.90766726,15.8195738,576.6,79.1,45,1190,288.8
JHARKHAND,1930,5.821312799,6.000771693,6.422958093,1.179537264,1.333826538,178.5302186,216.3710301,154.216403,126.3684752,18.72457623,22.83018531,37.92453267,499.1,5.2,45,1216.5,170
JHARKHAND,1931,5.261811206,6.431775649,6.189037904,1.862561392,1.036570426,185.5335985,152.2614176,159.893786,108.5706435,28.38017265,20.74455819,21.7402876,566.2,123.9,45,1022.3,146.9
JHARKHAND,1932,6.157430656,5.594002027,6.526169093,1.831125626,1.996646577,201.9567808,188.7924519,192.4556665,181.4889177,26.98857551,24.37056664,29.06430437,504.4,32.8,45,989.5,106.6
JHARKHAND,1933,5.045771012,5.890673721,5.939982034,1.641302564,1.819139746,176.4467519,201.2285499,103.7944153,180.8504714,37.090631,26.24181038,15.34913077,569,119.9,45,1191.8,84.1
JHARKHAND,1934,5.71051469,6.707667407,5.928144621,1.694365204,1.628158794,152.0257997,210.0280437,170.4208477,114.697639,18.26660566,23.31060034,20.57102613,471.1,34.3,45,1062.8,71.9
JHARKHAND,1935,6.344744383,6.955999775,6.461147819,1.640604003,1.900090364,195.4448535,142.9202995,134.2338664,185.179786,28.4166875,17.94259295,25.371984,424.6,57.5,45,1051.9,2.1
JHARKHAND,1936,5.420021857,5.772867161,6.79996996,1.75974138,1.916266128,136.0305506,123.9327302,218.5967746,196.2885788,35.92722817,19.08369892,27.74977426,501.3,34.8,45,1361,156.7
JHARKHAND,1937,6.343952213,6.147900493,6.59660597,1.72408183,1.230033859,198.324169,197.8022214,219.0482549,197.4788589,37.11638356,15.52101145,31.17616485,525.4,96.4,45,1126.4,130.1
JHARKHAND,1938,6.448599809,5.674035257,6.170578921,1.440341002,1.506673785,170.8466581,131.0722453,202.5961871,147.3339188,18.36388945,19.98774725,31.53136228,477.1,65.2,45,1014.5,47.1
JHARKHAND,1939,5.367610783,6.069179269,5.764425966,1.525158428,1.895533299,216.778665,160.3503603,210.2884631,144.2858664,20.0298045,21.29599086,37.26205844,510.1,62.4,45,1239.5,142.4
JHARKHAND,1940,6.094177256,6.042319332,6.52154679,1.0630728,1.779386983,154.6709442,214.4180875,197.8899788,138.1089008,22.94503526,27.65265393,29.40673235,469.1,38.4,45,980.3,65.8
JHARKHAND,1941,6.590775486,6.936353798,5.534150343,1.451912887,1.421548977,115.8127084,114.6279919,165.9976143,174.0498226,20.11663497,39.74636546,33.96366991,525.5,45.9,45,1206.5,199.3
JHARKHAND,1942,6.655231342,5.778339834,6.762892595,1.987947656,1.618327978,111.9202531,151.909658,133.1605569,131.6917344,37.40305741,19.17929354,18.50950757,467.9,70.2,45,1412.3,32.7
JHARKHAND,1943,6.492263347,6.034401494,6.130167105,1.480076503,1.930062106,170.1525984,161.5068763,157.1049557,141.320947,39.69707104,33.24753313,26.54437591,533.9,88.9,45,1312.5,80.1
JHARKHAND,1944,5.66869828,6.423947519,5.472679861,1.151099996,1.979134101,172.9482401,145.474342,180.8769728,168.7670136,29.79071701,34.17466836,29.36780137,549.4,99.8,45,1075.1,117.1
JHARKHAND,1945,6.7004131,6.374621623,6.682461104,1.96727368,1.423694518,195.2105303,130.7587117,112.0947158,139.0795299,23.25081366,26.19787014,29.53546489,522.6,73.2,45,1015.3,149
JHARKHAND,1946,6.765524814,6.629932639,6.325813511,1.355169092,1.525661091,206.246029,172.8056794,195.0238627,145.2906676,33.26508245,28.90148066,18.34675351,495.8,16.1,45,1197.5,170.4
JHARKHAND,1947,6.264136277,6.804399988,5.12517347,1.256087591,1.67658368,112.9793646,197.02368,143.6744137,111.0111592,37.55748528,27.51083031,26.92059586,497.8,36.2,45,991.2,122.8
JHARKHAND,1948,6.815537556,5.621658744,6.67192939,1.129682048,1.211314936,204.832608,196.5153816,104.6598055,171.2550007,25.39058817,27.68414826,25.07887189,570.6,45.4,45,1097.1,187
JHARKHAND,1949,5.181392531,5.379194784,6.527620784,1.696840695,1.484280093,170.7632622,109.2289657,117.9902444,199.8277859,17.90086997,16.7710105,15.02746653,470,37.9,45,1151,67
JHARKHAND,1950,5.521962352,5.04877867,5.247036956,1.625869722,1.922403556,148.9525553,155.8164158,214.1100288,119.6098265,30.92238469,19.93312328,32.06951532,417.5,15.9,45,1270.7,36.7
JHARKHAND,1951,6.529994041,6.379772899,5.269990041,1.46711433,1.337753603,156.4015907,194.1768236,136.8351935,206.184359,15.93338884,33.01097563,21.56777727,448.7,5.5,45,889.7,78.2
JHARKHAND,1952,5.528680641,6.018540482,5.930366418,1.549745629,1.213076654,127.5153632,204.9777561,190.5424215,199.0313876,17.8465026,36.43169386,26.86946263,462.4,14.6,45,1162,92.5
JHARKHAND,1953,5.850409854,5.587343973,5.785279235,1.556816572,1.993903763,156.9219303,214.8663139,149.4027658,125.6093537,36.91665835,22.54928026,23.84760821,454,46.3,45,1383.7,42.7
JHARKHAND,1954,6.815724011,6.815656448,6.96785227,1.789690032,1.84095107,162.7786544,157.6039679,102.1623098,148.6743427,27.55019061,26.92185571,21.12307522,428.7,20.8,45,958.3,42.9
JHARKHAND,1955,6.121335566,6.729429422,5.620587267,1.105365719,1.703722863,128.4504048,161.8836039,131.5321161,134.1429175,31.82495257,38.7585302,32.31697278,513.3,53.4,45,880.7,111.8
JHARKHAND,1956,5.303852982,5.613139335,5.851148017,1.830101732,1.386240713,153.0052123,160.14422,199.1781933,155.495505,20.37704907,31.24959392,32.90993176,506.8,39.6,45,1218.4,163.2
JHARKHAND,1957,5.524707188,6.900718696,5.157959918,1.385073786,1.556761156,138.4883521,114.704894,174.1142898,218.6256408,37.62675972,19.29106518,19.47026244,464.4,81.1,45,1238.6,18.4
JHARKHAND,1958,5.070422083,6.459816112,5.671720646,1.67845052,1.790112704,166.7673764,113.7174769,195.3015325,162.075239,18.80070448,17.23100561,37.58475991,497,51.3,45,960.3,112
JHARKHAND,1959,5.861719855,5.577363686,5.841919312,1.529558662,1.040139552,139.6439989,164.3627674,203.3174362,129.6216187,31.18238041,26.70774442,16.92505562,502.2,57.1,45,1190.9,272.8
JHARKHAND,1960,6.359179799,6.220341585,5.532208805,1.656713512,1.851703319,216.9915532,219.4818543,196.3674838,187.6500173,28.34206552,31.73093242,39.9158262,417.5,7,45,1133,45.4
JHARKHAND,1961,6.492429908,5.796916389,6.008495028,1.369535465,1.593501888,185.9451928,217.0583563,155.2627054,217.1171603,19.25675293,18.76706257,20.40515976,540.1,93.2,45,1270.2,161.5
JHARKHAND,1962,6.8005126,5.93505427,6.388813385,1.71389853,1.921480492,169.7764659,122.2134682,129.2328748,195.2971374,36.79548825,35.58491014,27.97901809,452.9,23.2,45,897.9,64.8
JHARKHAND,1963,6.206146476,5.657336806,5.320821868,1.302396202,1.417943875,100.607886,134.2480867,164.1907159,140.59845,36.99113355,36.58243588,32.88018406,467,10.6,45,963.4,240.1
JHARKHAND,1964,6.67578447,6.535461332,5.841293889,1.597006992,1.308690167,219.365026,198.8548208,174.1215338,194.9456396,25.06367534,28.40960077,16.94157129,454.8,14.3,45,983.2,75.4
JHARKHAND,1965,6.136326823,6.832117864,5.076482539,1.563187352,1.989715208,138.3441714,118.6198469,105.0003198,129.5286271,39.57513396,26.61791013,26.03634529,414.9,9.5,45,889.7,40.4
JHARKHAND,1966,6.914396229,6.357608295,6.52565351,1.182069136,1.623808692,117.2734096,177.8996489,134.161697,133.33197,15.11724452,25.90595729,26.48780853,453.3,28.5,45,758.7,59.8
JHARKHAND,1967,5.255559105,5.205383805,5.558864673,1.361937696,1.882092396,125.2794756,189.0866045,134.0431885,210.841426,28.74029434,22.63305342,31.45299411,407.8,9.6,45,1074.6,33.2
JHARKHAND,1968,6.192979231,6.533287641,5.44601194,1.778842515,1.244852562,187.4129437,124.3414698,130.2938677,114.06498,17.67848962,21.37070395,30.75226126,484.2,43.9,45,1141.8,75.5
JHARKHAND,1969,6.729815959,5.026249059,5.697100718,1.246073768,1.630183673,168.0514562,188.8362812,189.4056752,204.1662276,26.75368055,16.02854125,38.91108223,421.3,10.2,45,976,46.1
JHARKHAND,1970,6.298358545,5.868146585,5.431898337,1.199343183,1.629144702,145.5712134,167.5054005,107.9193588,103.9768282,38.56073325,24.99377417,20.15008013,474.4,40.9,45,1116,68.5
JHARKHAND,1971,6.488364967,6.533615939,6.871517203,1.897182155,1.879505292,106.2978049,110.004279,136.3345228,193.4254197,22.07003325,24.49457095,18.9618819,519.5,67.7,45,1539,110.8
JHARKHAND,1972,6.599772557,5.431239225,5.94268135,1.03422446,1.120104767,213.160589,143.531926,116.7633323,218.7545411,15.16523477,19.95529707,37.95207485,496.5,55.1,45,852.1,76.3
JHARKHAND,1973,5.399593306,5.972278971,6.455700492,1.932279881,1.985812777,194.9792422,201.0108555,210.5216326,112.1482165,17.34045149,25.57300161,31.73128855,485.1,25.8,45,1068.5,259.4
JHARKHAND,1974,5.017227847,5.903410258,6.536689271,1.648825183,1.520667126,161.8700994,129.3015418,215.1987696,208.6742044,25.95638977,28.57700748,26.3481263,446,3.1,45,966.6,77.9
JHARKHAND,1975,6.052303979,5.15282767,6.593005159,1.548283076,1.650657945,131.0241852,174.4193755,182.5305888,174.1974696,35.70954484,15.66884579,34.78234367,475.7,30.6,45,1162.1,102.6
JHARKHAND,1976,5.464455501,6.875638551,5.576038049,1.090733364,1.707586091,197.9034635,211.741138,185.3334826,165.1753059,17.73797899,36.65745364,17.67598232,404.1,23.1,45,1062,16
JHARKHAND,1977,6.37998755,6.158794978,6.428557475,1.811953498,1.073817345,103.5321018,171.7277784,117.9710855,194.8197327,15.20091566,30.42363844,16.86011745,491.7,27.3,45,1240.7,99.3
JHARKHAND,1978,6.796586516,5.698780783,5.003889977,1.256836153,1.047264534,199.8681274,186.4301439,160.0685102,152.5826389,37.8763766,30.73468455,37.99223321,525.4,61.4,45,1254,133.2
JHARKHAND,1979,5.128058062,5.713165766,6.43305631,1.340695749,1.839014922,191.5518928,198.6973021,124.372383,219.0733251,16.58988445,20.77468015,27.876862,491.9,61.1,45,724.3,65.8
JHARKHAND,1980,6.171969847,5.736958877,5.720141946,1.088289791,1.429129128,186.5542197,141.6921517,200.9581025,181.5987329,35.94844511,15.10511762,28.86927839,469.6,28.5,45,1137.8,76.1
JHARKHAND,1981,5.104894055,6.379031401,5.019298426,1.539506986,1.689328895,206.2419242,165.8892071,156.7102023,101.6502443,25.49178302,18.33426249,38.0065725,461.8,74.2,45,914.5,22.5
JHARKHAND,1982,5.575768235,5.426183204,6.438557457,1.429477876,1.362690086,127.2448029,151.5360571,153.9735753,213.8412948,15.8418074,16.54328339,15.31896662,467.2,32,45,841.5,70.2
JHARKHAND,1983,5.080994056,5.630791538,5.103796148,1.994616074,1.107124725,171.2895751,129.937122,119.6139122,158.964433,37.76757444,28.03358872,30.343619,497.3,37.4,45,961.2,125.5
JHARKHAND,1984,6.405234395,6.401473952,6.552771982,1.077777981,1.29769396,131.7583131,202.8307171,179.7118486,191.1495285,36.6904822,18.47032447,39.66305577,475,59.6,45,1373.2,50.5
JHARKHAND,1985,6.846841942,6.835820905,5.830488577,1.707586011,1.519606622,168.9416975,188.6989185,194.4570782,211.1402648,18.90967831,34.7970949,32.19670179,474.6,28.3,45,998.3,155.1
JHARKHAND,1986,6.17670935,6.090297132,5.470538596,1.577785098,1.406448282,200.7620494,215.2379932,124.8094961,147.4178622,18.48932262,33.4260505,17.8227319,542.1,28.1,45,1006.6,197.2
JHARKHAND,1987,5.570906137,6.524740939,5.909262409,1.940542951,1.922778815,120.6523646,186.0719599,213.7300576,164.6643821,23.82624528,24.63928666,22.36443221,437.5,15.9,45,1174.1,56.6
JHARKHAND,1988,6.465539439,6.562746715,5.012334383,1.636009659,1.34197895,153.543561,217.2453534,175.9894369,151.7187716,31.41658042,23.71947415,35.9650084,448.1,40.2,45,981.1,42.9
JHARKHAND,1989,5.270720673,5.783219616,6.332902083,1.861394022,1.921447991,109.4487387,124.2366294,119.4426205,122.3455397,35.56081927,25.55809135,23.18577765,435.1,2.2,45,1009.5,67.9
JHARKHAND,1990,6.979632236,5.805811104,5.665630122,1.838622884,1.380390349,186.0361729,126.3295487,187.2028593,170.0031172,34.94869057,36.65223014,28.56343385,508.3,48.7,45,1084.8,142.6
JHARKHAND,1991,5.677434873,6.277092097,5.368671968,1.68876386,1.984141221,133.9641512,172.6547778,200.4129323,104.0641935,15.08626031,37.62576415,21.25802518,457.8,27.3,45,1082.2,65.5
JHARKHAND,1992,5.800871524,5.338860988,6.969540791,1.938877802,1.333550644,218.5950252,188.0308308,156.7857137,197.0529369,25.27219393,23.67019694,27.82489013,397.8,8.3,45,839.2,24.3
JHARKHAND,1993,5.930398527,6.378466927,5.991785452,1.17620246,1.697425555,143.9338706,217.8158022,141.6433561,131.8210768,19.66807213,21.34965932,32.55556892,434.5,3.7,45,1035.9,65.9
JHARKHAND,1994,5.296437066,6.540338054,6.077121032,1.403874539,1.373696869,107.6633492,109.7838084,156.4093347,118.4706425,18.06749477,29.53234249,17.53975389,489.3,41.5,45,1366.3,121.8
JHARKHAND,1995,5.66502824,5.652445288,6.876877014,1.393000308,1.967664866,174.3845676,134.7639437,156.1017276,131.1656858,28.64471573,35.12322419,34.87509166,526,23.5,45,1143.9,142.2
JHARKHAND,1996,6.968748044,6.232524626,5.785146228,1.53186662,1.13015887,110.734781,162.1346835,154.2989809,177.9047919,16.96178918,25.41935336,16.4185846,430.5,41.5,45,1094.8,24.1
JHARKHAND,1997,5.455708715,5.704206728,5.480279592,1.006304832,1.414234958,175.9565985,105.8229594,128.5956944,201.1676716,20.59159552,36.29709607,28.89570988,508.1,13.2,45,1262.1,129.8
JHARKHAND,1998,5.722246764,6.243426684,6.353797035,1.96908517,1.649317752,102.3267616,157.7705521,210.0334537,104.9121089,22.87863253,15.87993342,35.06296481,568.9,97,45,964.1,159.3
JHARKHAND,1999,6.66116818,5.505621115,6.350839988,1.649000841,1.323238874,127.8317781,200.2555206,166.0406974,128.433165,32.56185899,16.2164356,32.79837584,449.2,0.7,45,1345.1,144.1
JHARKHAND,2000,6.483355329,5.849145965,5.154237707,1.452279731,1.29089816,158.6963512,191.5695578,217.996099,166.4429978,39.02210928,27.75571835,23.27014992,409.5,24.7,45,1053.4,19.7
